force,x,y,strain,Z1,Z2,Z3,Z4,Z5,Z6,Z1-Z4,Z2-Z6,Z3-Z5,Tforce
1.5,1,-1,10,1950000,3724700,3987500,1937500,3662500,4174500,12500,-449800,325000,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.54E+00
1.5,1,-1,10,1950000,3712800,3987500,1937500,3662500,4209000,12500,-496200,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3662500,4186000,12500,-449400,325000,1.54E+00
1.5,1,-1,10,1963000,3736600,4012500,1937500,3675000,4186000,25500,-449400,337500,1.55E+00
1.5,1,-1,10,1950000,3712800,4000000,1937500,3662500,4209000,12500,-496200,337500,1.55E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.55E+00
1.5,1,-1,10,1950000,3748500,4000000,1937500,3662500,4186000,12500,-437500,337500,1.55E+00
1.5,1,-1,10,1950000,3736600,4000000,1950000,3675000,4197500,0,-460900,325000,1.54E+00
1.5,1,-1,10,1963000,3724700,3987500,1937500,3675000,4209000,25500,-484300,312500,1.54E+00
1.5,1,-1,10,1950000,3724700,4012500,1950000,3662500,4197500,0,-472800,350000,1.53E+00
1.5,1,-1,10,1963000,3724700,4000000,1937500,3662500,4197500,25500,-472800,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.54E+00
1.5,1,-1,10,1963000,3736600,4000000,1937500,3675000,4186000,25500,-449400,325000,1.54E+00
1.5,1,-1,10,1950000,3712800,4000000,1937500,3662500,4197500,12500,-484700,337500,1.53E+00
1.5,1,-1,10,1963000,3736600,4000000,1937500,3650000,4197500,25500,-460900,350000,1.53E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4197500,12500,-460900,337500,1.53E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4197500,12500,-460900,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4174500,12500,-437900,325000,1.53E+00
1.5,1,-1,10,1963000,3736600,4000000,1937500,3662500,4197500,25500,-460900,337500,1.54E+00
1.5,1,-1,10,1963000,3736600,4012500,1937500,3675000,4186000,25500,-449400,337500,1.54E+00
1.5,1,-1,10,1963000,3724700,4000000,1937500,3675000,4186000,25500,-461300,325000,1.54E+00
1.5,1,-1,10,1963000,3724700,4000000,1937500,3662500,4186000,25500,-461300,337500,1.53E+00
1.5,1,-1,10,1950000,3736600,4000000,1950000,3662500,4186000,0,-449400,337500,1.53E+00
1.5,1,-1,10,1950000,3712800,4000000,1937500,3675000,4186000,12500,-473200,325000,1.54E+00
1.5,1,-1,10,1963000,3736600,4000000,1937500,3675000,4197500,25500,-460900,325000,1.53E+00
1.5,1,-1,10,1950000,3736600,4000000,1950000,3675000,4186000,0,-449400,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1950000,3675000,4197500,0,-460900,325000,1.53E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4174500,12500,-449800,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4186000,12500,-461300,325000,1.54E+00
1.5,1,-1,10,1950000,3724700,4012500,1937500,3675000,4209000,12500,-484300,337500,1.54E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3662500,4174500,12500,-437900,325000,1.54E+00
1.5,1,-1,10,1963000,3736600,4000000,1950000,3662500,4197500,13000,-460900,337500,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4209000,12500,-472400,325000,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4186000,12500,-461300,325000,1.54E+00
1.5,1,-1,10,1963000,3736600,4000000,1937500,3662500,4197500,25500,-460900,337500,1.55E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4186000,12500,-449400,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4209000,12500,-484300,325000,1.55E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4209000,12500,-472400,325000,1.55E+00
1.5,1,-1,10,1963000,3724700,3987500,1937500,3650000,4197500,25500,-472800,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1950000,3675000,4186000,0,-461300,325000,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.55E+00
1.5,1,-1,10,1963000,3736600,4012500,1937500,3675000,4186000,25500,-449400,337500,1.55E+00
1.5,1,-1,10,1950000,3724700,4000000,1950000,3662500,4197500,0,-472800,337500,1.55E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4197500,12500,-472800,325000,1.55E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4197500,12500,-460900,337500,1.55E+00
1.5,1,-1,10,1963000,3736600,4012500,1937500,3662500,4197500,25500,-460900,350000,1.54E+00
1.5,1,-1,10,1950000,3712800,4000000,1937500,3675000,4197500,12500,-484700,325000,1.55E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4186000,12500,-461300,337500,1.55E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4197500,12500,-460900,337500,1.55E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3675000,4186000,12500,-449400,312500,1.55E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4197500,12500,-460900,337500,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4186000,12500,-449400,337500,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4197500,12500,-460900,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,3987500,1937500,3662500,4209000,12500,-484300,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4186000,12500,-449400,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4186000,12500,-461300,325000,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4197500,12500,-472800,325000,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1950000,3675000,4186000,0,-461300,325000,1.54E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4186000,12500,-461300,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3662500,4197500,12500,-460900,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4186000,12500,-449400,337500,1.53E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4209000,12500,-484300,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3675000,4209000,12500,-472400,312500,1.53E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3675000,4197500,12500,-460900,312500,1.53E+00
1.5,1,-1,10,1950000,3736600,4012500,1937500,3662500,4209000,12500,-472400,350000,1.53E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.53E+00
1.5,1,-1,10,1950000,3712800,4012500,1937500,3675000,4197500,12500,-484700,337500,1.53E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3662500,4197500,12500,-472800,337500,1.53E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4197500,12500,-472800,325000,1.53E+00
1.5,1,-1,10,1963000,3736600,4012500,1937500,3662500,4197500,25500,-460900,350000,1.53E+00
1.5,1,-1,10,1950000,3724700,4012500,1937500,3662500,4186000,12500,-461300,350000,1.53E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3662500,4197500,12500,-460900,325000,1.53E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4197500,12500,-460900,325000,1.52E+00
1.5,1,-1,10,1950000,3736600,3987500,1937500,3662500,4197500,12500,-460900,325000,1.52E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4197500,12500,-460900,337500,1.52E+00
1.5,1,-1,10,1950000,3736600,4012500,1937500,3662500,4197500,12500,-460900,350000,1.52E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4186000,12500,-449400,337500,1.53E+00
1.5,1,-1,10,1963000,3724700,4012500,1937500,3662500,4197500,25500,-472800,350000,1.52E+00
1.5,1,-1,10,1963000,3724700,4012500,1937500,3675000,4186000,25500,-461300,337500,1.51E+00
1.5,1,-1,10,1950000,3736600,4000000,1950000,3662500,4209000,0,-472400,337500,1.52E+00
1.5,1,-1,10,1950000,3736600,4012500,1937500,3662500,4186000,12500,-449400,350000,1.53E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4197500,12500,-460900,325000,1.52E+00
1.5,1,-1,10,1950000,3736600,4012500,1950000,3662500,4209000,0,-472400,350000,1.52E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3662500,4197500,12500,-460900,337500,1.53E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4197500,12500,-460900,325000,1.53E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4197500,12500,-472800,325000,1.53E+00
1.5,1,-1,10,1950000,3724700,4000000,1937500,3675000,4186000,12500,-461300,325000,1.53E+00
1.5,1,-1,10,1963000,3736600,4000000,1937500,3675000,4197500,25500,-460900,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4209000,12500,-472400,325000,1.54E+00
1.5,1,-1,10,1950000,3736600,4012500,1937500,3662500,4186000,12500,-449400,350000,1.53E+00
1.5,1,-1,10,1950000,3724700,4012500,1937500,3675000,4186000,12500,-461300,337500,1.53E+00
1.5,1,-1,10,1950000,3724700,3987500,1937500,3675000,4197500,12500,-472800,312500,1.52E+00
1.5,1,-1,10,1950000,3736600,4000000,1937500,3675000,4174500,12500,-437900,325000,1.53E+00
1.5,2,-1,10,2106000,3807600,4037500,2237500,3875000,4370000,-131500,-562400,162500,1.50E+00
1.5,2,-1,10,2132000,3807600,4050000,2237500,3875000,4358500,-105500,-550900,175000,1.51E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3862500,4393000,-118500,-596800,162500,1.52E+00
1.5,2,-1,10,2119000,3796200,4050000,2237500,3862500,4370000,-118500,-573800,187500,1.51E+00
1.5,2,-1,10,2132000,3773400,4037500,2237500,3862500,4358500,-105500,-585100,175000,1.51E+00
1.5,2,-1,10,2132000,3796200,4062500,2237500,3875000,4370000,-105500,-573800,187500,1.51E+00
1.5,2,-1,10,2119000,3807600,4037500,2237500,3862500,4358500,-118500,-550900,175000,1.51E+00
1.5,2,-1,10,2132000,3796200,4062500,2237500,3862500,4370000,-105500,-573800,200000,1.52E+00
1.5,2,-1,10,2132000,3773400,4037500,2237500,3862500,4370000,-105500,-596600,175000,1.52E+00
1.5,2,-1,10,2132000,3807600,4050000,2250000,3875000,4404500,-118000,-596900,175000,1.51E+00
1.5,2,-1,10,2132000,3784800,4050000,2250000,3900000,4404500,-118000,-619700,150000,1.51E+00
1.5,2,-1,10,2132000,3796200,4037500,2250000,3887500,4370000,-118000,-573800,150000,1.52E+00
1.5,2,-1,10,2132000,3796200,4050000,2262500,3887500,4381500,-130500,-585300,162500,1.51E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4358500,-105500,-562300,175000,1.51E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3862500,4381500,-105500,-585300,187500,1.51E+00
1.5,2,-1,10,2132000,3796200,4037500,2250000,3887500,4393000,-118000,-596800,150000,1.50E+00
1.5,2,-1,10,2132000,3807600,4025000,2250000,3875000,4393000,-118000,-585400,150000,1.51E+00
1.5,2,-1,10,2132000,3784800,4050000,2250000,3875000,4404500,-118000,-619700,175000,1.50E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4358500,-118500,-573700,175000,1.50E+00
1.5,2,-1,10,2132000,3784800,4025000,2250000,3875000,4404500,-118000,-619700,150000,1.50E+00
1.5,2,-1,10,2132000,3807600,4037500,2237500,3887500,4381500,-105500,-573900,150000,1.50E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3862500,4370000,-118500,-573800,175000,1.50E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3850000,4347000,-105500,-550800,200000,1.50E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3875000,4370000,-118500,-573800,150000,1.50E+00
1.5,2,-1,10,2132000,3807600,4025000,2237500,3850000,4347000,-105500,-539400,175000,1.50E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3875000,4370000,-105500,-573800,162500,1.50E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3850000,4358500,-105500,-562300,187500,1.50E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4370000,-105500,-573800,175000,1.50E+00
1.5,2,-1,10,2132000,3807600,4050000,2237500,3850000,4370000,-105500,-562400,200000,1.49E+00
1.5,2,-1,10,2132000,3796200,4050000,2250000,3862500,4381500,-118000,-585300,187500,1.50E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3850000,4370000,-105500,-573800,200000,1.50E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4335500,-105500,-539300,175000,1.50E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3875000,4370000,-105500,-573800,175000,1.50E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3862500,4347000,-105500,-550800,187500,1.50E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4358500,-118500,-562300,162500,1.49E+00
1.5,2,-1,10,2132000,3807600,4050000,2237500,3862500,4358500,-105500,-550900,187500,1.50E+00
1.5,2,-1,10,2132000,3807600,4037500,2237500,3875000,4347000,-105500,-539400,162500,1.50E+00
1.5,2,-1,10,2132000,3773400,4025000,2237500,3875000,4358500,-105500,-585100,150000,1.49E+00
1.5,2,-1,10,2132000,3807600,4037500,2237500,3862500,4370000,-105500,-562400,175000,1.50E+00
1.5,2,-1,10,2119000,3784800,4050000,2225000,3850000,4381500,-106000,-596700,200000,1.50E+00
1.5,2,-1,10,2119000,3807600,4050000,2237500,3850000,4370000,-118500,-562400,200000,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3887500,4358500,-118500,-562300,150000,1.48E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3862500,4358500,-105500,-562300,187500,1.48E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3875000,4370000,-105500,-573800,175000,1.49E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4370000,-105500,-573800,175000,1.49E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3875000,4370000,-105500,-573800,175000,1.48E+00
1.5,2,-1,10,2119000,3784800,4050000,2237500,3862500,4358500,-118500,-573700,187500,1.49E+00
1.5,2,-1,10,2132000,3819000,4050000,2237500,3862500,4358500,-105500,-539500,187500,1.49E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4358500,-105500,-562300,175000,1.49E+00
1.5,2,-1,10,2132000,3796200,4050000,2250000,3850000,4335500,-118000,-539300,200000,1.49E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3862500,4381500,-105500,-585300,187500,1.50E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4358500,-105500,-562300,175000,1.48E+00
1.5,2,-1,10,2132000,3819000,4050000,2237500,3875000,4358500,-105500,-539500,175000,1.47E+00
1.5,2,-1,10,2132000,3807600,4050000,2237500,3862500,4370000,-105500,-562400,187500,1.48E+00
1.5,2,-1,10,2132000,3784800,4050000,2250000,3850000,4381500,-118000,-596700,200000,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3862500,4347000,-118500,-550800,175000,1.49E+00
1.5,2,-1,10,2132000,3796200,4050000,2250000,3862500,4358500,-118000,-562300,187500,1.49E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3850000,4381500,-105500,-585300,187500,1.48E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3875000,4347000,-105500,-550800,162500,1.49E+00
1.5,2,-1,10,2132000,3807600,4025000,2237500,3850000,4358500,-105500,-550900,175000,1.49E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3862500,4358500,-105500,-562300,187500,1.48E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.49E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3850000,4358500,-105500,-562300,187500,1.49E+00
1.5,2,-1,10,2132000,3784800,4037500,2237500,3875000,4381500,-105500,-596700,162500,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4370000,-118500,-585200,175000,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4358500,-118500,-562300,162500,1.49E+00
1.5,2,-1,10,2132000,3784800,4037500,2237500,3850000,4381500,-105500,-596700,187500,1.48E+00
1.5,2,-1,10,2119000,3807600,4037500,2237500,3875000,4358500,-118500,-550900,162500,1.49E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4370000,-105500,-573800,175000,1.50E+00
1.5,2,-1,10,2132000,3807600,4050000,2237500,3862500,4370000,-105500,-562400,187500,1.50E+00
1.5,2,-1,10,2119000,3784800,4050000,2237500,3875000,4335500,-118500,-550700,175000,1.49E+00
1.5,2,-1,10,2132000,3807600,4037500,2237500,3862500,4358500,-105500,-550900,175000,1.51E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3862500,4381500,-118500,-585300,175000,1.50E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4358500,-105500,-562300,175000,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.50E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3850000,4370000,-118500,-573800,187500,1.49E+00
1.5,2,-1,10,2119000,3784800,4050000,2237500,3875000,4358500,-118500,-573700,175000,1.49E+00
1.5,2,-1,10,2119000,3796200,4012500,2237500,3862500,4347000,-118500,-550800,150000,1.49E+00
1.5,2,-1,10,2119000,3784800,4050000,2250000,3875000,4358500,-131000,-573700,175000,1.50E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.50E+00
1.5,2,-1,10,2132000,3784800,4050000,2225000,3862500,4347000,-93000,-562200,187500,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4381500,-118500,-596700,175000,1.50E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4347000,-118500,-562200,175000,1.50E+00
1.5,2,-1,10,2119000,3773400,4037500,2237500,3875000,4358500,-118500,-585100,162500,1.51E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.51E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4358500,-105500,-562300,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3862500,4381500,-118500,-596700,162500,1.50E+00
1.5,2,-1,10,2132000,3796200,4050000,2237500,3862500,4358500,-105500,-562300,187500,1.49E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3875000,4370000,-105500,-573800,162500,1.49E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4358500,-105500,-562300,175000,1.50E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3862500,4393000,-118500,-596800,175000,1.50E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.50E+00
1.5,2,-1,10,2132000,3784800,4037500,2237500,3875000,4358500,-105500,-573700,162500,1.50E+00
1.5,2,-1,10,2119000,3807600,4037500,2237500,3862500,4347000,-118500,-539400,175000,1.48E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3850000,4358500,-105500,-562300,187500,1.50E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3875000,4370000,-118500,-585200,162500,1.50E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3850000,4347000,-118500,-550800,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3875000,4358500,-118500,-573700,162500,1.50E+00
1.5,2,-1,10,2119000,3784800,4050000,2237500,3862500,4370000,-118500,-585200,187500,1.48E+00
1.5,2,-1,10,2119000,3807600,4037500,2237500,3875000,4370000,-118500,-562400,162500,1.49E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3875000,4347000,-118500,-550800,150000,1.51E+00
1.5,2,-1,10,2132000,3796200,4037500,2237500,3862500,4335500,-105500,-539300,175000,1.50E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3875000,4370000,-118500,-585200,150000,1.50E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3862500,4358500,-118500,-562300,175000,1.49E+00
1.5,2,-1,10,2119000,3796200,4050000,2237500,3862500,4370000,-118500,-573800,187500,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3837500,4370000,-118500,-573800,200000,1.49E+00
1.5,2,-1,10,2119000,3807600,4037500,2237500,3875000,4347000,-118500,-539400,162500,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4358500,-118500,-562300,162500,1.50E+00
1.5,2,-1,10,2119000,3807600,4037500,2237500,3862500,4358500,-118500,-550900,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3887500,4370000,-118500,-585200,150000,1.50E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4358500,-118500,-573700,175000,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3862500,4370000,-118500,-585200,162500,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3850000,4370000,-118500,-585200,175000,1.49E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3875000,4370000,-118500,-573800,150000,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2225000,3862500,4335500,-106000,-539300,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4347000,-118500,-562200,175000,1.49E+00
1.5,2,-1,10,2119000,3773400,4037500,2237500,3862500,4358500,-118500,-585100,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4347000,-118500,-562200,175000,1.48E+00
1.5,2,-1,10,2119000,3796200,4025000,2225000,3862500,4370000,-106000,-573800,162500,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3850000,4347000,-118500,-550800,187500,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.48E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3850000,4358500,-118500,-562300,175000,1.48E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4347000,-106000,-562200,187500,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3862500,4370000,-106000,-585200,175000,1.48E+00
1.5,2,-1,10,2119000,3807600,4025000,2237500,3850000,4335500,-118500,-527900,175000,1.49E+00
1.5,2,-1,10,2106000,3784800,4037500,2237500,3875000,4370000,-131500,-585200,162500,1.48E+00
1.5,2,-1,10,2119000,3784800,4025000,2225000,3875000,4370000,-106000,-585200,150000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3837500,4358500,-106000,-573700,200000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4358500,-106000,-573700,187500,1.48E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4358500,-118500,-573700,175000,1.48E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4358500,-106000,-573700,187500,1.48E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4358500,-106000,-573700,187500,1.48E+00
1.5,2,-1,10,2119000,3773400,4025000,2225000,3850000,4358500,-106000,-585100,175000,1.48E+00
1.5,2,-1,10,2119000,3807600,4025000,2237500,3862500,4370000,-118500,-562400,162500,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3862500,4358500,-118500,-573700,162500,1.49E+00
1.5,2,-1,10,2119000,3784800,4050000,2225000,3862500,4358500,-106000,-573700,187500,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4347000,-118500,-562200,175000,1.49E+00
1.5,2,-1,10,2119000,3773400,4025000,2237500,3862500,4358500,-118500,-585100,162500,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3862500,4370000,-118500,-585200,162500,1.48E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4358500,-106000,-573700,187500,1.48E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4358500,-118500,-573700,175000,1.49E+00
1.5,2,-1,10,2119000,3796200,4025000,2225000,3850000,4347000,-106000,-550800,175000,1.50E+00
1.5,2,-1,10,2119000,3807600,4050000,2237500,3862500,4358500,-118500,-550900,187500,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3862500,4358500,-118500,-573700,162500,1.50E+00
1.5,2,-1,10,2119000,3784800,4025000,2225000,3850000,4347000,-106000,-562200,175000,1.50E+00
1.5,2,-1,10,2119000,3784800,4050000,2225000,3862500,4347000,-106000,-562200,187500,1.50E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3875000,4358500,-118500,-562300,150000,1.50E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4370000,-106000,-585200,187500,1.51E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4370000,-118500,-573800,162500,1.51E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3850000,4381500,-118500,-585300,187500,1.51E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4335500,-118500,-550700,175000,1.50E+00
1.5,2,-1,10,2119000,3773400,4037500,2225000,3862500,4370000,-106000,-596600,175000,1.48E+00
1.5,2,-1,10,2119000,3784800,4025000,2225000,3850000,4358500,-106000,-573700,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2237500,3862500,4347000,-118500,-562200,175000,1.49E+00
1.5,2,-1,10,2119000,3773400,4025000,2225000,3875000,4347000,-106000,-573600,150000,1.50E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4347000,-106000,-562200,187500,1.50E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3862500,4370000,-106000,-585200,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4037500,2225000,3850000,4358500,-106000,-573700,187500,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3875000,4347000,-118500,-562200,150000,1.48E+00
1.5,2,-1,10,2119000,3784800,4025000,2225000,3862500,4347000,-106000,-562200,162500,1.49E+00
1.5,2,-1,10,2119000,3807600,4037500,2237500,3862500,4358500,-118500,-550900,175000,1.49E+00
1.5,2,-1,10,2119000,3784800,4025000,2237500,3862500,4370000,-118500,-585200,162500,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2225000,3850000,4347000,-106000,-550800,187500,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2237500,3875000,4347000,-118500,-550800,162500,1.50E+00
1.5,2,-1,10,2119000,3784800,4012500,2225000,3850000,4347000,-106000,-562200,162500,1.49E+00
1.5,2,-1,10,2119000,3796200,4025000,2237500,3837500,4347000,-118500,-550800,187500,1.49E+00
1.5,2,-1,10,2119000,3796200,4037500,2225000,3862500,4347000,-106000,-550800,175000,1.50E+00
