force,x,y,strain,Z1,Z2,Z3,Z4,Z5,Z6,Z1-Z4,Z2-Z6,Z3-Z5,Tforce
2.5,2,1,10,1059500,3629400,2812500,2025000,3780000,4059900,-965500,-430500,-967500,2.54E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.54E+00
2.5,2,1,10,1058200,3657000,2812500,2012500,3780000,4048200,-954300,-391200,-967500,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4048200,-966800,-405000,-979500,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4048200,-966800,-405000,-967500,2.53E+00
2.5,2,1,10,1058200,3629400,2812500,2012500,3792000,4059900,-954300,-430500,-979500,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.53E+00
2.5,2,1,10,1058200,3629400,2812500,2025000,3792000,4059900,-966800,-430500,-979500,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4048200,-966800,-405000,-979500,2.53E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4036500,-966800,-379500,-979500,2.53E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3792000,4059900,-965500,-402900,-979500,2.52E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4059900,-966800,-402900,-979500,2.52E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4048200,-966800,-405000,-967500,2.52E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4036500,-966800,-393300,-967500,2.53E+00
2.5,2,1,10,1056900,3657000,2812500,2025000,3768000,4071600,-968100,-414600,-955500,2.53E+00
2.5,2,1,10,1056900,3629400,2812500,2025000,3792000,4036500,-968100,-407100,-979500,2.53E+00
2.5,2,1,10,1056900,3643200,2800000,2025000,3768000,4059900,-968100,-416700,-968000,2.52E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4048200,-966800,-405000,-967500,2.53E+00
2.5,2,1,10,1056900,3629400,2812500,2025000,3792000,4048200,-968100,-418800,-979500,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4071600,-966800,-428400,-979500,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4048200,-966800,-405000,-979500,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3768000,4036500,-966800,-393300,-955500,2.53E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4048200,-968100,-405000,-967500,2.53E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4036500,-968100,-393300,-979500,2.53E+00
2.5,2,1,10,1056900,3643200,2800000,2025000,3804000,4059900,-968100,-416700,-1004000,2.52E+00
2.5,2,1,10,1056900,3643200,2800000,2025000,3792000,4048200,-968100,-405000,-992000,2.53E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.53E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4059900,-968100,-416700,-967500,2.52E+00
2.5,2,1,10,1056900,3629400,2812500,2025000,3804000,4059900,-968100,-430500,-991500,2.52E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4048200,-968100,-405000,-979500,2.52E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4048200,-968100,-405000,-979500,2.52E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4048200,-968100,-405000,-979500,2.51E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3768000,4059900,-966800,-416700,-955500,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4059900,-968100,-416700,-967500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2012500,3768000,4048200,-955600,-405000,-955500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3768000,4048200,-968100,-405000,-955500,2.50E+00
2.5,2,1,10,1056900,3629400,2812500,2025000,3792000,4048200,-968100,-418800,-979500,2.50E+00
2.5,2,1,10,1056900,3629400,2800000,2012500,3792000,4059900,-955600,-430500,-992000,2.51E+00
2.5,2,1,10,1056900,3643200,2800000,2025000,3792000,4059900,-968100,-416700,-992000,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.51E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3804000,4048200,-966800,-405000,-991500,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3804000,4059900,-968100,-416700,-991500,2.51E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3768000,4059900,-966800,-402900,-955500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4059900,-968100,-416700,-967500,2.52E+00
2.5,2,1,10,1056900,3643200,2812500,2012500,3780000,4036500,-955600,-393300,-967500,2.50E+00
2.5,2,1,10,1055600,3643200,2800000,2025000,3792000,4048200,-969400,-405000,-992000,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4048200,-968100,-405000,-967500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4059900,-968100,-416700,-979500,2.50E+00
2.5,2,1,10,1056900,3657000,2812500,2025000,3792000,4048200,-968100,-391200,-979500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4048200,-968100,-405000,-979500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4059900,-968100,-416700,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4059900,-968100,-416700,-979500,2.51E+00
2.5,2,1,10,1055600,3643200,2812500,2025000,3792000,4059900,-969400,-416700,-979500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4059900,-968100,-416700,-979500,2.50E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4059900,-966800,-402900,-979500,2.51E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4048200,-966800,-405000,-967500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4059900,-968100,-416700,-979500,2.51E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4036500,-968100,-393300,-979500,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4048200,-968100,-405000,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.50E+00
2.5,2,1,10,1056900,3629400,2812500,2025000,3780000,4059900,-968100,-430500,-967500,2.51E+00
2.5,2,1,10,1055600,3643200,2812500,2025000,3780000,4048200,-969400,-405000,-967500,2.50E+00
2.5,2,1,10,1056900,3657000,2812500,2025000,3792000,4048200,-968100,-391200,-979500,2.51E+00
2.5,2,1,10,1056900,3643200,2800000,2025000,3780000,4059900,-968100,-416700,-980000,2.51E+00
2.5,2,1,10,1055600,3643200,2800000,2025000,3780000,4059900,-969400,-416700,-980000,2.51E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4059900,-968100,-416700,-979500,2.52E+00
2.5,2,1,10,1058200,3643200,2800000,2025000,3780000,4048200,-966800,-405000,-980000,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4071600,-966800,-428400,-979500,2.50E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3780000,4048200,-965500,-405000,-967500,2.50E+00
2.5,2,1,10,1058200,3657000,2825000,2025000,3792000,4059900,-966800,-402900,-967000,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4048200,-968100,-405000,-967500,2.50E+00
2.5,2,1,10,1056900,3657000,2812500,2025000,3780000,4071600,-968100,-414600,-967500,2.50E+00
2.5,2,1,10,1058200,3629400,2800000,2025000,3780000,4048200,-966800,-418800,-980000,2.51E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4048200,-966800,-405000,-967500,2.52E+00
2.5,2,1,10,1056900,3657000,2812500,2025000,3792000,4059900,-968100,-402900,-979500,2.51E+00
2.5,2,1,10,1058200,3629400,2800000,2025000,3780000,4071600,-966800,-442200,-980000,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2037500,3780000,4059900,-980600,-416700,-967500,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4048200,-968100,-405000,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4036500,-966800,-393300,-967500,2.50E+00
2.5,2,1,10,1058200,3657000,2800000,2025000,3792000,4048200,-966800,-391200,-992000,2.50E+00
2.5,2,1,10,1055600,3657000,2812500,2025000,3780000,4059900,-969400,-402900,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2800000,2025000,3792000,4059900,-966800,-416700,-992000,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3780000,4059900,-968100,-416700,-967500,2.51E+00
2.5,2,1,10,1058200,3657000,2825000,2025000,3804000,4059900,-966800,-402900,-979000,2.51E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.50E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3768000,4036500,-968100,-393300,-955500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3768000,4048200,-966800,-405000,-955500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4071600,-966800,-428400,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.49E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4059900,-968100,-416700,-979500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.49E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3780000,4048200,-965500,-405000,-967500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4059900,-966800,-402900,-979500,2.49E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3768000,4036500,-966800,-393300,-955500,2.50E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4036500,-966800,-379500,-967500,2.50E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4059900,-966800,-402900,-979500,2.49E+00
2.5,2,1,10,1056900,3643200,2800000,2025000,3792000,4036500,-968100,-393300,-992000,2.49E+00
2.5,2,1,10,1058200,3643200,2800000,2025000,3780000,4048200,-966800,-405000,-980000,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.49E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3804000,4059900,-966800,-416700,-991500,2.50E+00
2.5,2,1,10,1058200,3629400,2812500,2025000,3792000,4059900,-966800,-430500,-979500,2.50E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3792000,4059900,-965500,-416700,-979500,2.49E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.49E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3792000,4071600,-965500,-428400,-979500,2.49E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4071600,-966800,-428400,-979500,2.49E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3780000,4059900,-965500,-416700,-967500,2.49E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3780000,4048200,-965500,-391200,-967500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4048200,-966800,-391200,-967500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4059900,-966800,-402900,-967500,2.50E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4059900,-966800,-402900,-979500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4036500,-966800,-393300,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3804000,4059900,-966800,-416700,-991500,2.49E+00
2.5,2,1,10,1056900,3643200,2812500,2025000,3792000,4059900,-968100,-416700,-979500,2.49E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.50E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4059900,-966800,-402900,-979500,2.50E+00
2.5,2,1,10,1056900,3657000,2825000,2037500,3792000,4059900,-980600,-402900,-967000,2.50E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3804000,4048200,-965500,-405000,-991500,2.51E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3792000,4048200,-965500,-405000,-979500,2.50E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3768000,4048200,-965500,-405000,-955500,2.50E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4048200,-966800,-391200,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.51E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3780000,4048200,-965500,-391200,-967500,2.50E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3768000,4059900,-965500,-402900,-955500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4059900,-966800,-416700,-979500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.51E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.51E+00
2.5,2,1,10,1059500,3629400,2800000,2025000,3780000,4059900,-965500,-430500,-980000,2.51E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4059900,-966800,-402900,-979500,2.50E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3780000,4048200,-965500,-405000,-967500,2.49E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3804000,4048200,-965500,-391200,-991500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4036500,-966800,-379500,-967500,2.48E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3792000,4048200,-965500,-405000,-979500,2.48E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4048200,-966800,-391200,-967500,2.50E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3792000,4071600,-966800,-428400,-979500,2.49E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3804000,4071600,-966800,-428400,-991500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4059900,-966800,-402900,-967500,2.49E+00
2.5,2,1,10,1059500,3643200,2812500,2037500,3792000,4059900,-978000,-416700,-979500,2.49E+00
2.5,2,1,10,1059500,3643200,2812500,2037500,3804000,4059900,-978000,-416700,-991500,2.48E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4048200,-966800,-391200,-967500,2.48E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4059900,-966800,-416700,-967500,2.48E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4059900,-966800,-402900,-967500,2.48E+00
2.5,2,1,10,1056900,3657000,2812500,2025000,3780000,4048200,-968100,-391200,-967500,2.49E+00
2.5,2,1,10,1059500,3643200,2812500,2037500,3792000,4071600,-978000,-428400,-979500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4071600,-966800,-414600,-967500,2.48E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3780000,4048200,-965500,-391200,-967500,2.48E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3792000,4048200,-965500,-391200,-979500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3792000,4071600,-966800,-414600,-979500,2.48E+00
2.5,2,1,10,1059500,3657000,2812500,2037500,3780000,4059900,-978000,-402900,-967500,2.48E+00
2.5,2,1,10,1059500,3657000,2812500,2037500,3780000,4048200,-978000,-391200,-967500,2.48E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3768000,4048200,-965500,-391200,-955500,2.47E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4071600,-966800,-428400,-967500,2.48E+00
2.5,2,1,10,1058200,3643200,2812500,2025000,3780000,4071600,-966800,-428400,-967500,2.49E+00
2.5,2,1,10,1059500,3657000,2812500,2037500,3792000,4059900,-978000,-402900,-979500,2.48E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3780000,4048200,-965500,-405000,-967500,2.47E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3780000,4048200,-965500,-391200,-967500,2.47E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3804000,4059900,-965500,-402900,-991500,2.49E+00
2.5,2,1,10,1058200,3657000,2812500,2025000,3780000,4048200,-966800,-391200,-967500,2.47E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3816000,4059900,-965500,-416700,-1003500,2.46E+00
2.5,2,1,10,1060800,3643200,2812500,2025000,3768000,4059900,-964200,-416700,-955500,2.47E+00
2.5,2,1,10,1059500,3643200,2812500,2025000,3792000,4048200,-965500,-405000,-979500,2.47E+00
2.5,2,1,10,1059500,3657000,2812500,2025000,3792000,4048200,-965500,-391200,-979500,2.48E+00
2.5,1,2,10,418600,3392000,2350000,1937500,3828000,4340700,-1518900,-948700,-1478000,2.61E+00
2.5,1,2,10,413400,3392000,2350000,1937500,3828000,4329000,-1524100,-937000,-1478000,2.63E+00
2.5,1,2,10,410800,3392000,2337500,1937500,3828000,4340700,-1526700,-948700,-1490500,2.62E+00
2.5,1,2,10,409500,3392000,2337500,1937500,3828000,4340700,-1528000,-948700,-1490500,2.61E+00
2.5,1,2,10,406900,3376000,2337500,1937500,3828000,4329000,-1530600,-953000,-1490500,2.61E+00
2.5,1,2,10,405600,3376000,2337500,1937500,3828000,4340700,-1531900,-964700,-1490500,2.61E+00
2.5,1,2,10,405600,3376000,2337500,1937500,3816000,4329000,-1531900,-953000,-1478500,2.60E+00
2.5,1,2,10,405600,3376000,2325000,1937500,3828000,4352400,-1531900,-976400,-1503000,2.60E+00
2.5,1,2,10,405600,3376000,2337500,1937500,3816000,4352400,-1531900,-976400,-1478500,2.61E+00
2.5,1,2,10,405600,3392000,2325000,1937500,3828000,4352400,-1531900,-960400,-1503000,2.61E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.61E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4340700,-1533200,-964700,-1503000,2.61E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4340700,-1533200,-964700,-1503000,2.62E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4352400,-1533200,-976400,-1515000,2.61E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.61E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.62E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.61E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3828000,4352400,-1534500,-976400,-1490500,2.61E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3840000,4340700,-1534500,-964700,-1502500,2.61E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4340700,-1534500,-964700,-1503000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4340700,-1533200,-964700,-1503000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1950000,3840000,4352400,-1545700,-976400,-1515000,2.61E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4364100,-1533200,-988100,-1491000,2.61E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3828000,4364100,-1534500,-988100,-1490500,2.61E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.61E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4340700,-1534500,-964700,-1503000,2.61E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4340700,-1534500,-964700,-1503000,2.61E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.60E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3828000,4340700,-1534500,-964700,-1490500,2.60E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3816000,4352400,-1533200,-976400,-1478500,2.61E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3816000,4340700,-1533200,-964700,-1478500,2.61E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3816000,4352400,-1534500,-976400,-1491000,2.61E+00
2.5,1,2,10,404300,3392000,2325000,1937500,3828000,4340700,-1533200,-948700,-1503000,2.60E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4329000,-1534500,-953000,-1503000,2.60E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.61E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.59E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3828000,4352400,-1534500,-976400,-1490500,2.60E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.60E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4340700,-1534500,-964700,-1503000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4329000,-1533200,-953000,-1491000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4375800,-1533200,-999800,-1515000,2.59E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.60E+00
2.5,1,2,10,404300,3360000,2325000,1937500,3840000,4352400,-1533200,-992400,-1515000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4340700,-1533200,-964700,-1491000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4340700,-1533200,-964700,-1515000,2.59E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4364100,-1533200,-988100,-1491000,2.59E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4340700,-1533200,-964700,-1491000,2.59E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4364100,-1533200,-988100,-1491000,2.60E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4340700,-1533200,-964700,-1515000,2.59E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.59E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.58E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3840000,4364100,-1533200,-988100,-1502500,2.58E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4352400,-1533200,-976400,-1515000,2.58E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3852000,4352400,-1533200,-976400,-1514500,2.57E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3840000,4352400,-1533200,-976400,-1502500,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4352400,-1533200,-976400,-1515000,2.57E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3840000,4340700,-1533200,-964700,-1502500,2.57E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3828000,4352400,-1533200,-976400,-1490500,2.57E+00
2.5,1,2,10,404300,3392000,2325000,1937500,3828000,4340700,-1533200,-948700,-1503000,2.57E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3828000,4340700,-1533200,-964700,-1490500,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4340700,-1533200,-964700,-1491000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4340700,-1533200,-964700,-1515000,2.58E+00
2.5,1,2,10,404300,3392000,2325000,1937500,3828000,4340700,-1533200,-948700,-1503000,2.57E+00
2.5,1,2,10,404300,3392000,2337500,1937500,3828000,4329000,-1533200,-937000,-1490500,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4364100,-1533200,-988100,-1491000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.56E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3828000,4364100,-1534500,-988100,-1490500,2.57E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3816000,4340700,-1534500,-964700,-1491000,2.57E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3840000,4340700,-1534500,-964700,-1502500,2.57E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.58E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3816000,4340700,-1534500,-964700,-1491000,2.57E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4340700,-1534500,-964700,-1503000,2.57E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3816000,4352400,-1534500,-976400,-1491000,2.57E+00
2.5,1,2,10,403000,3376000,2337500,1937500,3828000,4340700,-1534500,-964700,-1490500,2.57E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3840000,4340700,-1534500,-964700,-1515000,2.57E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.57E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4364100,-1534500,-988100,-1503000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4352400,-1533200,-976400,-1491000,2.56E+00
2.5,1,2,10,403000,3376000,2325000,1937500,3828000,4352400,-1534500,-976400,-1503000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4352400,-1533200,-976400,-1515000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3840000,4352400,-1533200,-976400,-1515000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3816000,4375800,-1533200,-999800,-1491000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4340700,-1533200,-964700,-1503000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.56E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4352400,-1533200,-976400,-1503000,2.57E+00
2.5,1,2,10,404300,3376000,2325000,1937500,3828000,4364100,-1533200,-988100,-1503000,2.56E+00
2.5,1,2,10,404300,3376000,2337500,1937500,3828000,4375800,-1533200,-999800,-1490500,2.56E+00
